full_code,short_code,name,name_cy,slug,gss_code,three_code,nation,region,con_type,electorate,area,density,center_lat,center_lon,"lat,lon"
uk.org.mysociety.cons.ukparl.2025.shr,UKPARL.2025.SHR,Shrewsbury,,shrewsbury,E14001473,SHR,England,West Midlands,county,75139,333.879244,225.048431,52.70825584,-2.844654338,"52.7082558417074,-2.84465433834536"
uk.org.mysociety.cons.ukparl.2025.tfd,UKPARL.2025.TFD,Telford,,telford,E14001541,TFD,England,West Midlands,borough,70768,51.5054335,1373.99096,52.66544387,-2.455182344,"52.6654438748385,-2.45518234364989"
uk.org.mysociety.cons.ukparl.2025.wrk,UKPARL.2025.WRK,The Wrekin,,the-wrekin,E14001543,WRK,England,West Midlands,county,76143,506.8967382,150.2140264,52.76067593,-2.471205415,"52.7606759304701,-2.47120541484089"
uk.org.mysociety.cons.ukparl.2025.nso,UKPARL.2025.NSO,North Shropshire,,north-shropshire,E14001398,NSO,England,West Midlands,county,77052,772.6208353,99.72808975,52.87104589,-2.823527435,"52.8710458924272,-2.82352743506649"
uk.org.mysociety.cons.ukparl.2025.wwe,UKPARL.2025.WWE,Wolverhampton West,,wolverhampton-west,E14001596,WWE,England,West Midlands,borough,75592,30.34680014,2490.938078,52.58754875,-2.155095529,"52.5875487540064,-2.1550955291744"
uk.org.mysociety.cons.ukparl.2025.abh,UKPARL.2025.ABH,Aldridge-Brownhills,,aldridge-brownhills,E14001064,ABH,England,West Midlands,borough,73122,53.22977367,1373.704883,52.6061434,-1.927627543,"52.6061434041989,-1.92762754335925"
uk.org.mysociety.cons.ukparl.2025.wab,UKPARL.2025.WAB,Walsall and Bloxwich,,walsall-and-bloxwich,E14001562,WAB,England,West Midlands,borough,74866,32.05076543,2335.85685,52.59526707,-1.987641388,"52.5952670748724,-1.98764138777159"
uk.org.mysociety.cons.ukparl.2025.dud,UKPARL.2025.DUD,Dudley,,dudley,E14001204,DUD,England,West Midlands,borough,71083,28.33585784,2508.588249,52.51787643,-2.111668096,"52.5178764256126,-2.11166809637702"
uk.org.mysociety.cons.ukparl.2025.hal,UKPARL.2025.HAL,Halesowen,,halesowen,E14001261,HAL,England,West Midlands,borough,69907,30.79392014,2270.155917,52.45732145,-2.062960884,"52.457321449147,-2.0629608840585"
uk.org.mysociety.cons.ukparl.2025.sbr,UKPARL.2025.SBR,Stourbridge,,stourbridge,E14001524,SBR,England,West Midlands,borough,69840,29.28473789,2384.86,52.46313569,-2.131265469,"52.4631356858068,-2.13126546872453"
uk.org.mysociety.cons.ukparl.2025.smk,UKPARL.2025.SMK,Smethwick,,smethwick,E14001478,SMK,England,West Midlands,borough,71195,21.79096528,3267.179727,52.4859144,-1.993745655,"52.4859144018167,-1.99374565488258"
uk.org.mysociety.cons.ukparl.2025.kss,UKPARL.2025.KSS,Kingswinford and South Staffordshire,,kingswinford-and-south-staffordshire,E14001316,KSS,England,West Midlands,county,71896,185.9411927,386.6598839,52.53032423,-2.221543338,"52.5303242310272,-2.2215433376703"
uk.org.mysociety.cons.ukparl.2025.tmw,UKPARL.2025.TMW,Tamworth,,tamworth,E14001538,TMW,England,West Midlands,county,73644,191.6978168,384.1671294,52.6490616,-1.737950127,"52.6490616013327,-1.73795012685024"
uk.org.mysociety.cons.ukparl.2025.lic,UKPARL.2025.LIC,Lichfield,,lichfield,E14001335,LIC,England,West Midlands,county,74942,317.0586419,236.3663691,52.76053156,-1.839182715,"52.7605315575216,-1.83918271515583"
uk.org.mysociety.cons.ukparl.2025.bau,UKPARL.2025.BAU,Burton and Uttoxeter,,burton-and-uttoxeter,E14001143,BAU,England,West Midlands,county,75460,243.3764105,310.0547002,52.89744298,-1.808559487,"52.8974429849093,-1.80855948715092"
uk.org.mysociety.cons.ukparl.2025.nul,UKPARL.2025.NUL,Newcastle-under-Lyme,,newcastle-under-lyme,E14001380,NUL,England,West Midlands,county,70025,102.7424718,681.5584514,53.02509109,-2.297141899,"53.025091088507,-2.29714189884487"
uk.org.mysociety.cons.ukparl.2025.stm,UKPARL.2025.STM,Staffordshire Moorlands,,staffordshire-moorlands,E14001514,STM,England,West Midlands,county,70113,532.7372799,131.6089612,53.08963373,-1.979933473,"53.089633733477,-1.97993347294195"
uk.org.mysociety.cons.ukparl.2025.stn,UKPARL.2025.STN,Stoke-on-Trent North,,stoke-on-trent-north,E14001521,STN,England,West Midlands,borough,69821,47.89975314,1457.648431,53.07028896,-2.20306961,"53.0702889644755,-2.20306961048473"
uk.org.mysociety.cons.ukparl.2025.stc,UKPARL.2025.STC,Stoke-on-Trent Central,,stoke-on-trent-central,E14001520,STC,England,West Midlands,borough,70550,36.7677865,1918.799219,53.0127317,-2.162062684,"53.0127317031285,-2.16206268439247"
uk.org.mysociety.cons.ukparl.2025.sts,UKPARL.2025.STS,Stoke-on-Trent South,,stoke-on-trent-south,E14001522,STS,England,West Midlands,county,69831,158.8252893,439.6717949,52.94732014,-2.116836109,"52.9473201377334,-2.11683610899615"
uk.org.mysociety.cons.ukparl.2025.ckc,UKPARL.2025.CKC,Cannock Chase,,cannock-chase,E14001150,CKC,England,West Midlands,county,75582,78.88257062,958.1584298,52.71238261,-1.980231852,"52.7123826055643,-1.98023185195647"
uk.org.mysociety.cons.ukparl.2025.sgw,UKPARL.2025.SGW,"Stone, Great Wyrley and Penkridge",,stone-great-wyrley-and-penkridge,E14001523,SGW,England,West Midlands,county,70701,415.0091958,170.3600805,52.76107429,-2.097497536,"52.7610742934524,-2.09749753553907"
uk.org.mysociety.cons.ukparl.2025.stf,UKPARL.2025.STF,Stafford,,stafford,E14001513,STF,England,West Midlands,county,70537,416.3188166,169.4302472,52.85074646,-2.2771659,"52.8507464568857,-2.27716589987408"
uk.org.mysociety.cons.ukparl.2025.wne,UKPARL.2025.WNE,Wolverhampton North East,,wolverhampton-north-east,E14001594,WNE,England,West Midlands,borough,70449,27.04994553,2604.404505,52.60869649,-2.085317181,"52.6086964854385,-2.08531718109128"
uk.org.mysociety.cons.ukparl.2025.wse,UKPARL.2025.WSE,Wolverhampton South East,,wolverhampton-south-east,E14001595,WSE,England,West Midlands,borough,75685,30.73296579,2462.665026,52.57196515,-2.069488246,"52.5719651497538,-2.0694882463866"
uk.org.mysociety.cons.ukparl.2025.tip,UKPARL.2025.TIP,Tipton and Wednesbury,,tipton-and-wednesbury,E14001547,TIP,England,West Midlands,borough,73820,27.45247784,2689.010458,52.54217548,-2.034088431,"52.5421754814129,-2.0340884310056"
uk.org.mysociety.cons.ukparl.2025.soa,UKPARL.2025.SOA,Stratford-on-Avon,,stratford-on-avon,E14001526,SOA,England,West Midlands,county,72388,628.9601959,115.0915439,52.17202942,-1.72526285,"52.1720294171957,-1.72526285019281"
uk.org.mysociety.cons.ukparl.2025.nhr,UKPARL.2025.NHR,North Herefordshire,,north-herefordshire,E14001395,NHR,England,West Midlands,county,70894,1438.670101,49.27745418,52.1679741,-2.710334948,"52.1679741000088,-2.71033494805222"
uk.org.mysociety.cons.ukparl.2025.mse,UKPARL.2025.MSE,Meriden and Solihull East,,meriden-and-solihull-east,E14001358,MSE,England,West Midlands,county,74211,133.648972,555.2680195,52.41290472,-1.700203394,"52.4129047244433,-1.70020339407866"
uk.org.mysociety.cons.ukparl.2025.cso,UKPARL.2025.CSO,Coventry South,,coventry-south,E14001182,CSO,England,West Midlands,borough,70998,31.34446273,2265.089072,52.39319602,-1.526154888,"52.3931960219149,-1.52615488848143"
uk.org.mysociety.cons.ukparl.2025.brg,UKPARL.2025.BRG,Bromsgrove,,bromsgrove,E14001138,BRG,England,West Midlands,county,75305,216.9684814,347.0780618,52.36175127,-2.016015011,"52.3617512679771,-2.01601501106128"
uk.org.mysociety.cons.ukparl.2025.wbw,UKPARL.2025.WBW,West Bromwich,,west-bromwich,E14001574,WBW,England,West Midlands,borough,72206,35.36754039,2041.589525,52.52077349,-1.998576939,"52.5207734925965,-1.99857693868638"
uk.org.mysociety.cons.ukparl.2025.gap,UKPARL.2025.GAP,Goole and Pocklington,,goole-and-pocklington,E14001250,GAP,England,Yorkshire and the Humber,county,76337,739.0844913,103.2858907,53.78255911,-0.7741814497,"53.7825591142821,-0.774181449740391"
uk.org.mysociety.cons.ukparl.2025.brd,UKPARL.2025.BRD,Bridlington and The Wolds,,bridlington-and-the-wolds,E14001127,BRD,England,Yorkshire and the Humber,county,72501,952.5009979,76.11645569,54.00455364,-0.4582940362,"54.0045536351818,-0.458294036175256"
uk.org.mysociety.cons.ukparl.2025.sha,UKPARL.2025.SHA,Sheffield Hallam,,sheffield-hallam,E14001468,SHA,England,Yorkshire and the Humber,county,76637,136.4299584,561.7314619,53.38169679,-1.5889926,"53.3816967915371,-1.58899259957931"
uk.org.mysociety.cons.ukparl.2025.sce,UKPARL.2025.SCE,Sheffield Central,,sheffield-central,E14001467,SCE,England,Yorkshire and the Humber,borough,70453,12.67159734,5559.914674,53.37726764,-1.48705531,"53.3772676433417,-1.48705530958491"
uk.org.mysociety.cons.ukparl.2025.sbh,UKPARL.2025.SBH,Sheffield Brightside and Hillsborough,,sheffield-brightside-and-hillsborough,E14001466,SBH,England,Yorkshire and the Humber,borough,71154,28.34315997,2510.446968,53.41506411,-1.46782241,"53.4150641117802,-1.46782241011991"
uk.org.mysociety.cons.ukparl.2025.she,UKPARL.2025.SHE,Sheffield Heeley,,sheffield-heeley,E14001469,SHE,England,Yorkshire and the Humber,borough,74614,27.94047704,2670.462637,53.34972979,-1.458164388,"53.3497297942446,-1.458164387953"
uk.org.mysociety.cons.ukparl.2025.sse,UKPARL.2025.SSE,Sheffield South East,,sheffield-south-east,E14001470,SSE,England,Yorkshire and the Humber,borough,76223,47.04710669,1620.142138,53.36380634,-1.386088234,"53.3638063404946,-1.38608823357216"
uk.org.mysociety.cons.ukparl.2025.pas,UKPARL.2025.PAS,Penistone and Stocksbridge,,penistone-and-stocksbridge,E14001423,PAS,England,Yorkshire and the Humber,county,71377,293.7941859,242.9489875,53.49799214,-1.623217662,"53.4979921385221,-1.6232176622497"
uk.org.mysociety.cons.ukparl.2025.bnn,UKPARL.2025.BNN,Barnsley North,,barnsley-north,E14001074,BNN,England,Yorkshire and the Humber,county,76794,75.13339833,1022.102044,53.57794552,-1.447518608,"53.5779455239664,-1.44751860755113"
uk.org.mysociety.cons.ukparl.2025.bns,UKPARL.2025.BNS,Barnsley South,,barnsley-south,E14001075,BNS,England,Yorkshire and the Humber,county,75896,75.64772627,1003.281972,53.52714157,-1.400456099,"53.5271415700363,-1.40045609911859"
uk.org.mysociety.cons.ukparl.2025.rac,UKPARL.2025.RAC,Rawmarsh and Conisbrough,,rawmarsh-and-conisbrough,E14001436,RAC,England,Yorkshire and the Humber,county,70272,100.5104491,699.151189,53.47525788,-1.304458377,"53.475257882243,-1.30445837723095"
uk.org.mysociety.cons.ukparl.2025.rhm,UKPARL.2025.RHM,Rotherham,,rotherham,E14001452,RHM,England,Yorkshire and the Humber,borough,75345,58.38415085,1290.504339,53.4283357,-1.357010021,"53.4283357014506,-1.35701002108357"
uk.org.mysociety.cons.ukparl.2025.rhv,UKPARL.2025.RHV,Rother Valley,,rother-valley,E14001451,RHV,England,Yorkshire and the Humber,county,70184,159.4693425,440.1096718,53.37281257,-1.235318838,"53.3728125693146,-1.23531883776878"
uk.org.mysociety.cons.ukparl.2025.dnc,UKPARL.2025.DNC,Doncaster Central,,doncaster-central,E14001198,DNC,England,Yorkshire and the Humber,county,75007,111.7920561,670.9510733,53.48388764,-1.115044785,"53.48388764066,-1.11504478496121"
uk.org.mysociety.cons.ukparl.2025.dnn,UKPARL.2025.DNN,Doncaster North,,doncaster-north,E14001200,DNN,England,Yorkshire and the Humber,county,71739,240.5500388,298.2290103,53.57971354,-1.159567894,"53.5797135408783,-1.15956789368776"
uk.org.mysociety.cons.ukparl.2025.dne,UKPARL.2025.DNE,Doncaster East and the Isle of Axholme,,doncaster-east-and-the-isle-of-axholme,E14001199,DNE,England,Yorkshire and the Humber,county,70113,420.0522621,166.9149445,53.55494484,-0.8874775442,"53.5549448359632,-0.887477544209887"
uk.org.mysociety.cons.ukparl.2025.scu,UKPARL.2025.SCU,Scunthorpe,,scunthorpe,E14001462,SCU,England,Yorkshire and the Humber,county,74278,298.8961857,248.5076878,53.57769021,-0.6095108201,"53.5776902118165,-0.609510820128514"
uk.org.mysociety.cons.ukparl.2025.bim,UKPARL.2025.BIM,Brigg and Immingham,,brigg-and-immingham,E14001128,BIM,England,Yorkshire and the Humber,county,71628,505.3004019,141.7533011,53.60191214,-0.3371123055,"53.6019121377953,-0.33711230545255"
uk.org.mysociety.cons.ukparl.2025.ggc,UKPARL.2025.GGC,Great Grimsby and Cleethorpes,,great-grimsby-and-cleethorpes,E14001255,GGC,England,Yorkshire and the Humber,borough,77050,41.67329151,1848.906031,53.56091922,-0.07037703029,"53.5609192179639,-0.0703770302937372"
uk.org.mysociety.cons.ukparl.2025.huw,UKPARL.2025.HUW,Kingston upon Hull West and Haltemprice,,kingston-upon-hull-west-and-haltemprice,E14001315,HUW,England,Yorkshire and the Humber,borough,74321,43.90195542,1692.88587,53.73918787,-0.4131647245,"53.7391878693829,-0.413164724544589"
uk.org.mysociety.cons.ukparl.2025.hun,UKPARL.2025.HUN,Kingston upon Hull North and Cottingham,,kingston-upon-hull-north-and-cottingham,E14001314,HUN,England,Yorkshire and the Humber,borough,76039,37.27033924,2040.201446,53.77865023,-0.3787987878,"53.7786502307228,-0.378798787768592"
uk.org.mysociety.cons.ukparl.2025.hue,UKPARL.2025.HUE,Kingston upon Hull East,,kingston-upon-hull-east,E14001313,HUE,England,Yorkshire and the Humber,borough,72622,37.76740692,1922.874932,53.76516859,-0.2959610037,"53.765168592014,-0.29596100368608"
uk.org.mysociety.cons.ukparl.2025.bev,UKPARL.2025.BEV,Beverley and Holderness,,beverley-and-holderness,E14001087,BEV,England,Yorkshire and the Humber,county,71102,762.7501582,93.21794199,53.78511468,-0.232356917,"53.7851146842751,-0.232356916964537"
uk.org.mysociety.cons.ukparl.2025.sby,UKPARL.2025.SBY,Selby,,selby,E14001464,SBY,England,Yorkshire and the Humber,county,74761,507.468406,147.3214867,53.76395468,-1.126531512,"53.7639546770981,-1.12653151187866"
uk.org.mysociety.cons.ukparl.2025.wae,UKPARL.2025.WAE,Wetherby and Easingwold,,wetherby-and-easingwold,E14001582,WAE,England,Yorkshire and the Humber,county,71455,941.8436573,75.86715634,54.00415844,-1.291397253,"54.0041584396347,-1.2913972528994"
uk.org.mysociety.cons.ukparl.2025.hgk,UKPARL.2025.HGK,Harrogate and Knaresborough,,harrogate-and-knaresborough,E14001269,HGK,England,Yorkshire and the Humber,county,75800,133.5202518,567.7041421,54.01885144,-1.482433071,"54.0188514386572,-1.48243307076678"
uk.org.mysociety.cons.ukparl.2025.sar,UKPARL.2025.SAR,Skipton and Ripon,,skipton-and-ripon,E14001475,SAR,England,Yorkshire and the Humber,county,76758,2032.808416,37.75958393,54.08637843,-1.974695496,"54.0863784292809,-1.97469549568275"
uk.org.mysociety.cons.ukparl.2025.ran,UKPARL.2025.RAN,Richmond and Northallerton,,richmond-and-northallerton,E14001444,RAN,England,Yorkshire and the Humber,county,72744,1902.197038,38.24209508,54.37543486,-1.745297265,"54.3754348601542,-1.7452972652777"
uk.org.mysociety.cons.ukparl.2025.tam,UKPARL.2025.TAM,Thirsk and Malton,,thirsk-and-malton,E14001544,TAM,England,Yorkshire and the Humber,county,76623,1986.134566,38.57895699,54.21845859,-0.9473651764,"54.2184585881446,-0.947365176439819"
uk.org.mysociety.cons.ukparl.2025.saw,UKPARL.2025.SAW,Scarborough and Whitby,,scarborough-and-whitby,E14001461,SAW,England,Yorkshire and the Humber,county,73862,745.9981132,99.01097428,54.38640105,-0.6681773521,"54.3864010535902,-0.668177352070371"
uk.org.mysociety.cons.ukparl.2025.yoo,UKPARL.2025.YOO,York Outer,,york-outer,E14001605,YOO,England,Yorkshire and the Humber,county,72720,246.8360444,294.608513,53.95901318,-1.058769412,"53.9590131825207,-1.05876941223431"
uk.org.mysociety.cons.ukparl.2025.yoc,UKPARL.2025.YOC,York Central,,york-central,E14001604,YOC,England,Yorkshire and the Humber,borough,74854,25.17877134,2972.901219,53.95584825,-1.087725903,"53.9558482542035,-1.08772590264349"
uk.org.mysociety.cons.ukparl.2025.pck,UKPARL.2025.PCK,"Pontefract, Castleford and Knottingley",,pontefract-castleford-and-knottingley,E14001428,PCK,England,Yorkshire and the Humber,county,72751,73.51828218,989.5633826,53.70001704,-1.313440249,"53.7000170388768,-1.31344024904459"
uk.org.mysociety.cons.ukparl.2025.dab,UKPARL.2025.DAB,Dewsbury and Batley,,dewsbury-and-batley,E14001196,DAB,England,Yorkshire and the Humber,borough,70226,54.26150065,1294.214114,53.67346393,-1.641583676,"53.6734639321056,-1.64158367643831"
uk.org.mysociety.cons.ukparl.2025.nah,UKPARL.2025.NAH,Normanton and Hemsworth,,normanton-and-hemsworth,E14001383,NAH,England,Yorkshire and the Humber,county,75388,154.8210399,486.9364013,53.63968582,-1.371830672,"53.6396858205877,-1.37183067197892"
uk.org.mysociety.cons.ukparl.2025.hfx,UKPARL.2025.HFX,Halifax,,halifax,E14001262,HFX,England,Yorkshire and the Humber,borough,74563,61.49329371,1212.538726,53.73642082,-1.877807647,"53.736420818214,-1.87780764659259"
uk.org.mysociety.cons.ukparl.2025.wkf,UKPARL.2025.WKF,Wakefield and Rothwell,,wakefield-and-rothwell,E14001560,WKF,England,Yorkshire and the Humber,borough,73968,60.66548477,1219.276501,53.71274296,-1.489363266,"53.7127429569393,-1.48936326560887"
uk.org.mysociety.cons.ukparl.2025.odb,UKPARL.2025.ODB,Ossett and Denby Dale,,ossett-and-denby-dale,E14001418,ODB,England,Yorkshire and the Humber,county,71595,140.5225112,509.4913219,53.61992303,-1.613198878,"53.6199230330166,-1.61319887844219"
uk.org.mysociety.cons.ukparl.2025.cov,UKPARL.2025.COV,Colne Valley,,colne-valley,E14001177,COV,England,Yorkshire and the Humber,county,71518,172.2796118,415.1274735,53.59097337,-1.858296464,"53.590973365212,-1.85829646432741"
uk.org.mysociety.cons.ukparl.2025.hud,UKPARL.2025.HUD,Huddersfield,,huddersfield,E14001297,HUD,England,Yorkshire and the Humber,borough,76044,49.09398213,1548.947482,53.64668929,-1.772597878,"53.6466892920649,-1.77259787784534"
uk.org.mysociety.cons.ukparl.2025.spv,UKPARL.2025.SPV,Spen Valley,,spen-valley,E14001506,SPV,England,Yorkshire and the Humber,borough,72169,62.09888584,1162.162558,53.70910575,-1.700426341,"53.7091057548704,-1.70042634115381"
uk.org.mysociety.cons.ukparl.2025.cav,UKPARL.2025.CAV,Calder Valley,,calder-valley,E14001147,CAV,England,Yorkshire and the Humber,county,75987,302.4676964,251.2235221,53.71807204,-1.992841161,"53.7180720396983,-1.99284116093343"
uk.org.mysociety.cons.ukparl.2025.kai,UKPARL.2025.KAI,Keighley and Ilkley,,keighley-and-ilkley,E14001308,KAI,England,Yorkshire and the Humber,county,72954,164.5626105,443.3206291,53.87733613,-1.92638338,"53.8773361326148,-1.9263833803833"
uk.org.mysociety.cons.ukparl.2025.bde,UKPARL.2025.BDE,Bradford East,,bradford-east,E14001118,BDE,England,Yorkshire and the Humber,borough,72150,27.58758156,2615.307176,53.81430604,-1.730911859,"53.8143060381098,-1.73091185867904"
uk.org.mysociety.cons.ukparl.2025.shy,UKPARL.2025.SHY,Shipley,,shipley,E14001472,SHY,England,Yorkshire and the Humber,county,74095,94.89701413,780.7937971,53.85027974,-1.823027923,"53.8502797449421,-1.82302792282567"
uk.org.mysociety.cons.ukparl.2025.lch,UKPARL.2025.LCH,Leeds Central and Headingley,,leeds-central-and-headingley,E14001319,LCH,England,Yorkshire and the Humber,borough,75396,20.41549241,3693.077712,53.8217867,-1.583465781,"53.8217866953822,-1.5834657807791"
uk.org.mysociety.cons.ukparl.2025.bdw,UKPARL.2025.BDW,Bradford West,,bradford-west,E14001120,BDW,England,Yorkshire and the Humber,borough,71258,35.24454489,2021.816432,53.79986823,-1.815540722,"53.799868231787,-1.81554072156228"
uk.org.mysociety.cons.ukparl.2025.bds,UKPARL.2025.BDS,Bradford South,,bradford-south,E14001119,BDS,England,Yorkshire and the Humber,borough,70890,44.1279914,1606.46333,53.76538794,-1.764373739,"53.7653879448554,-1.76437373879722"
uk.org.mysociety.cons.ukparl.2025.lsw,UKPARL.2025.LSW,Leeds South West and Morley,,leeds-south-west-and-morley,E14001324,LSW,England,Yorkshire and the Humber,borough,71376,56.79411608,1256.749905,53.74817693,-1.590265753,"53.7481769289313,-1.5902657528906"
uk.org.mysociety.cons.ukparl.2025.lwp,UKPARL.2025.LWP,Leeds West and Pudsey,,leeds-west-and-pudsey,E14001325,LWP,England,Yorkshire and the Humber,borough,70270,35.17851229,1997.526201,53.80733622,-1.656802248,"53.8073362155757,-1.65680224816211"
uk.org.mysociety.cons.ukparl.2025.lne,UKPARL.2025.LNE,Leeds North East,,leeds-north-east,E14001321,LNE,England,Yorkshire and the Humber,borough,70976,39.40520423,1801.183407,53.84890469,-1.536010525,"53.8489046872903,-1.53601052471143"
uk.org.mysociety.cons.ukparl.2025.lea,UKPARL.2025.LEA,Leeds East,,leeds-east,E14001320,LEA,England,Yorkshire and the Humber,county,75330,58.07075747,1297.210563,53.79293647,-1.430903446,"53.7929364711404,-1.43090344612488"
uk.org.mysociety.cons.ukparl.2025.lnw,UKPARL.2025.LNW,Leeds North West,,leeds-north-west,E14001322,LNW,England,Yorkshire and the Humber,county,71607,85.55247367,836.9950853,53.8761051,-1.662515452,"53.8761050951994,-1.66251545235395"
uk.org.mysociety.cons.ukparl.2025.lso,UKPARL.2025.LSO,Leeds South,,leeds-south,E14001323,LSO,England,Yorkshire and the Humber,borough,74726,38.42210238,1944.87015,53.77568512,-1.528117677,"53.7756851224194,-1.52811767726815"
uk.org.mysociety.cons.ukparl.2025.clw,UKPARL.2025.CLW,Cities of London and Westminster,,cities-of-london-and-westminster,E14001172,CLW,England,London,borough,73140,19.41067091,3768.030499,51.51162213,-0.1412483945,"51.5116221289167,-0.141248394518074"
uk.org.mysociety.cons.ukparl.2025.hah,UKPARL.2025.HAH,Hampstead and Highgate,,hampstead-and-highgate,E14001265,HAH,England,London,borough,74222,15.26789075,4861.313276,51.55903216,-0.1697452562,"51.5590321614045,-0.169745256185451"
uk.org.mysociety.cons.ukparl.2025.brs,UKPARL.2025.BRS,"Berwickshire, Roxburgh and Selkirk",,berwickshire-roxburgh-and-selkirk,S14000008,BRS,Scotland,Scotland,county,74687,3841.929858,19.43996969,55.56492081,-2.671114148,"55.5649208083566,-2.67111414817719"
uk.org.mysociety.cons.ukparl.2025.abf,UKPARL.2025.ABF,Arbroath and Broughty Ferry,,arbroath-and-broughty-ferry,S14000066,ABF,Scotland,Scotland,county,76810,421.6982208,182.1444725,56.57377757,-2.725381864,"56.5737775665465,-2.72538186375016"
uk.org.mysociety.cons.ukparl.2025.dfr,UKPARL.2025.DFR,Dunfermline and Dollar,,dunfermline-and-dollar,S14000076,DFR,Scotland,Scotland,county,70725,279.1573952,253.3516977,56.10053627,-3.565666251,"56.1005362717368,-3.56566625129087"
uk.org.mysociety.cons.ukparl.2025.aas,UKPARL.2025.AAS,Airdrie and Shotts,,airdrie-and-shotts,S14000063,AAS,Scotland,Scotland,county,70420,238.2629757,295.5557815,55.84895088,-3.873659422,"55.8489508760258,-3.87365942183495"
uk.org.mysociety.cons.ukparl.2025.eks,UKPARL.2025.EKS,East Kilbride and Strathaven,,east-kilbride-and-strathaven,S14000077,EKS,Scotland,Scotland,county,75161,304.5951582,246.7570412,55.67623908,-4.127890669,"55.6762390838671,-4.12789066948762"
uk.org.mysociety.cons.ukparl.2025.erf,UKPARL.2025.ERF,East Renfrewshire,,east-renfrewshire,S14000021,ERF,Scotland,Scotland,county,72959,174.2472841,418.7095389,55.75313745,-4.359510803,"55.7531374512196,-4.35951080294537"
uk.org.mysociety.cons.ukparl.2025.eem,UKPARL.2025.EEM,Edinburgh East and Musselburgh,,edinburgh-east-and-musselburgh,S14000078,EEM,Scotland,Scotland,borough,75705,33.84487455,2236.823183,55.94248708,-3.11534576,"55.9424870830398,-3.11534575958717"
uk.org.mysociety.cons.ukparl.2025.enl,UKPARL.2025.ENL,Edinburgh North and Leith,,edinburgh-north-and-leith,S14000079,ENL,Scotland,Scotland,borough,76770,20.15696087,3808.609864,55.97162882,-3.205512518,"55.9716288173203,-3.20551251797184"
uk.org.mysociety.cons.ukparl.2025.esw,UKPARL.2025.ESW,Edinburgh South West,,edinburgh-south-west,S14000081,ESW,Scotland,Scotland,borough,73315,90.3764003,811.2184127,55.88449934,-3.315115984,"55.8844993389442,-3.31511598357791"
uk.org.mysociety.cons.ukparl.2025.aag,UKPARL.2025.AAG,Alloa and Grangemouth,,alloa-and-grangemouth,S14000064,AAG,Scotland,Scotland,county,72265,184.796718,391.0513173,56.10307836,-3.778521156,"56.1030783594476,-3.77852115624381"
uk.org.mysociety.cons.ukparl.2025.gsw,UKPARL.2025.GSW,Glasgow South West,,glasgow-south-west,S14000088,GSW,Scotland,Scotland,borough,70431,29.99080435,2348.419841,55.83512135,-4.32975222,"55.8351213514341,-4.32975221997718"
uk.org.mysociety.cons.ukparl.2025.irw,UKPARL.2025.IRW,Inverclyde and Renfrewshire West,,inverclyde-and-renfrewshire-west,S14000093,IRW,Scotland,Scotland,county,70418,207.8086454,338.8598192,55.89843497,-4.714745317,"55.8984349658376,-4.71474531723651"
uk.org.mysociety.cons.ukparl.2025.kal,UKPARL.2025.KAL,Kilmarnock and Loudoun,,kilmarnock-and-loudoun,S14000040,KAL,Scotland,Scotland,county,74801,701.826288,106.5805047,55.58258167,-4.303571582,"55.5825816661272,-4.30357158229032"
uk.org.mysociety.cons.ukparl.2025.lvg,UKPARL.2025.LVG,Livingston,,livingston,S14000095,LVG,Scotland,Scotland,county,75454,243.9734161,309.2714002,55.85542141,-3.534781674,"55.8554214137125,-3.53478167422039"
uk.org.mysociety.cons.ukparl.2025.mid,UKPARL.2025.MID,Midlothian,,midlothian,S14000045,MID,Scotland,Scotland,county,71210,355.2720335,200.4379554,55.83222605,-3.110419178,"55.8322260460069,-3.11041917847185"
uk.org.mysociety.cons.ukparl.2025.mwc,UKPARL.2025.MWC,"Motherwell, Wishaw and Carluke",,motherwell-wishaw-and-carluke,S14000099,MWC,Scotland,Scotland,county,72318,214.5967232,336.9948941,55.75515963,-3.76942765,"55.7551596304398,-3.76942765003333"
uk.org.mysociety.cons.ukparl.2025.prs,UKPARL.2025.PRS,Paisley and Renfrewshire South,,paisley-and-renfrewshire-south,S14000102,PRS,Scotland,Scotland,county,69813,149.505277,466.9601059,55.8179928,-4.569992071,"55.817992797908,-4.56999207115898"
uk.org.mysociety.cons.ukparl.2025.apg,UKPARL.2025.APG,Angus and Perthshire Glens,,angus-and-perthshire-glens,S14000065,APG,Scotland,Scotland,county,77006,5531.821547,13.92055028,56.69823952,-3.587876367,"56.6982395197372,-3.58787636738314"
uk.org.mysociety.cons.ukparl.2025.stg,UKPARL.2025.STG,Stirling and Strathallan,,stirling-and-strathallan,S14000105,STG,Scotland,Scotland,county,77008,2492.090919,30.90095928,56.24535841,-4.286321449,"56.2453584062785,-4.28632144924429"
uk.org.mysociety.cons.ukparl.2025.wdb,UKPARL.2025.WDB,West Dunbartonshire,,west-dunbartonshire,S14000106,WDB,Scotland,Scotland,county,70286,183.4114298,383.2149396,55.98456557,-4.517110446,"55.9845655692888,-4.51711044595317"
uk.org.mysociety.cons.ukparl.2025.mns,UKPARL.2025.MNS,"Moray West, Nairn and Strathspey",,moray-west-nairn-and-strathspey,S14000098,MNS,Scotland,Scotland,county,76237,4748.197805,16.05598653,57.28873401,-3.711902869,"57.2887340145209,-3.71190286921899"
